hip_y,leg_scale,disk_radius,disk_com_x,disk_com_z,complete_com_x,complete_com_z,complete_com_radial_offset,rolling_foot_radial_margin,score,mean_coast_distance,direction_asymmetry,mean_final_speed,mean_slip_rms,mean_lateral_drift,mean_axis_tilt_rms_deg,mean_disk_contact_fraction,mean_foot_contact_fraction,mean_actuator_work,rest_drift,failed,forward_distance,reverse_distance,forward_final_speed,reverse_final_speed
0.09,1.0,0.2,0.0,0.0,0.0021433798312463525,-0.007705256247853898,0.007997815385846634,0.02770631700768031,2.773739093261183,2.98517606014133,0.024272962248474528,0.7059880511166634,0.04069305505305072,0.0022139358421743634,0.051384698226164524,0.978,0.0,655.5092337498656,0.08888474832374255,False,2.9973125412655675,2.973039579017093,0.7175872224080069,0.69438887982532
0.09,0.85,0.2,0.03,0.03,0.016074238787158766,0.0010101536404282796,0.016105948061628343,0.06004164673779719,2.7652568617080324,3.3213756383476607,0.15250066259239725,0.8463142131475807,0.04491284483008989,2.441220693432847e-07,9.433276118780172e-05,0.997,0.0,687.3689021344413,0.6392758635498794,False,3.397625969643859,3.245125307051462,0.6920686678367943,1.000559758458367
0.07,0.85,0.2,0.03,0.03,0.016074238787158766,0.0010101536404282796,0.016105948061628343,0.06004164673779719,2.765075709322168,3.3213335974365217,0.15262692928819366,0.8462445901117281,0.04491266040314503,8.983052915777278e-08,7.626502057615329e-05,0.997,0.0,687.7668017684086,0.6392690709393946,False,3.3976470620806185,3.245020132792425,0.692098882746634,1.0003902974768222
0.09,1.0,0.17,0.03,0.03,0.01639574576184572,0.006547109682745494,0.01765460631917296,-0.0022936829923197177,2.733069691210691,3.2712420772975044,0.09474002863726172,0.6155600307627596,0.056013353759988296,0.008459204653295761,0.2489400375716431,0.958,0.053,641.2233622706676,0.630047080064528,False,3.2238720629788737,3.3186120916161355,0.6694038898185735,0.5617161717069457
0.07,1.0,0.17,0.03,0.03,0.01639574576184572,0.006547109682745494,0.01765460631917296,-0.0022936829923197177,2.73044498899326,3.266584345105419,0.08079679554520469,0.6183388938027321,0.055252971693044384,0.015350570756608086,0.3784388854807479,0.9544999999999999,0.059,640.3214273062522,0.630536047765037,False,3.2261859473328163,3.306982742878021,0.6737890371011047,0.5628887505043595
0.07,1.0,0.17,0.0,0.0,0.0021433798312463525,-0.007705256247853898,0.007997815385846634,-0.0022936829923197177,2.606285845515287,2.8476352431293823,0.050185929541397556,0.6529857792778541,0.04759611241801352,0.0036186196945354257,0.1863039221639018,0.9544999999999999,0.079,642.5679672890521,0.0828257309699683,False,2.872728207900081,2.8225422783586835,0.6298732574712664,0.6760983010844417
0.09,1.0,0.17,0.0,0.0,0.0021433798312463525,-0.007705256247853898,0.007997815385846634,-0.0022936829923197177,2.5926867307868378,2.8332609002260365,0.047878843640295266,0.6364913085525619,0.04746742155414814,0.006978601578911782,0.2878461083728193,0.961,0.07450000000000001,643.2751750538337,0.08276201765001744,False,2.857200322046184,2.809321478405889,0.6101623643690254,0.6628202527360985
0.07,1.0,0.2,-0.03,0.0,-0.012108986099353016,-0.007705256247853898,0.014352648473345123,0.02770631700768031,2.53063833047227,2.9372675039680107,0.11818244006730794,0.7031915330938479,0.04032604522859545,0.000319442858898693,0.01810588587042724,0.9775,0.0,657.1008633208435,-0.38701764996485966,False,2.8781762839343568,2.9963587240016647,0.5891272367778007,0.8172558294098952
0.09,1.0,0.2,-0.03,0.0,-0.012108986099353016,-0.007705256247853898,0.014352648473345123,0.02770631700768031,2.5303682304512347,2.9370431229160197,0.11774125307701899,0.7039603461349598,0.04034779015328056,0.0008020202773941727,0.020823643615526317,0.9775,0.0,657.1330240998728,-0.38702221720746516,False,2.87817249637751,2.995913749454529,0.5903724209359373,0.8175482713339823
0.09,0.85,0.17,0.0,0.0,0.001821872856559399,-0.013242212290171085,0.013366952047622001,0.030041646737797134,2.4547504754470206,2.6457789768061497,0.017410361783500417,0.5423356074077577,0.04309190373436416,0.00030562897498004706,0.03219574129625223,0.9795,0.0,693.3517699740285,0.03967961727061617,False,2.6544841576979,2.6370737959143997,0.5339021405012828,0.5507690743142326
